id,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2990630321,Alexander Krylatov|Victor Zakharov|Tero Tuovinen,https://openalex.org/A5029315125|https://openalex.org/A5035075324|https://openalex.org/A5007361429,https://orcid.org/0000-0002-6634-1313|https://orcid.org/0000-0002-2743-3880|https://orcid.org/0000-0001-7787-3836,RU|RU|FI,Russian Academy of Sciences|St Petersburg University|University of Jyväskylä,https://openalex.org/I1313323035|https://openalex.org/I172901346|https://openalex.org/I94722563,True|False|False,,26,https://openalex.org/I1313323035,Optimization Models and Methods for Equilibrium Traffic Assignment,https://doi.org/10.1007/978-3-030-34102-2,,4.0937,False,en,False,closed,Springer tracts on transportation and traffic,https://openalex.org/S4210214898,2194-8119,book series,Transportation Planning and Optimization,2019-11-26,2019,book
https://openalex.org/W2402216751,Alexander Krylatov,https://openalex.org/A5029315125,https://orcid.org/0000-0002-6634-1313,RU,St Petersburg University|Institute of Problems of Mechanical Engineering,https://openalex.org/I172901346|https://openalex.org/I4210142628,True,,20,https://openalex.org/I172901346|https://openalex.org/I4210142628,Network flow assignment as a fixed point problem,https://doi.org/10.1134/s1990478916020095,,9.8145,False,en,False,closed,Journal of Applied and Industrial Mathematics,https://openalex.org/S67520665,1990-4789,journal,Transportation Planning and Optimization,2016-04-01,2016,article
https://openalex.org/W2274717880,Victor Zakharov|Alexander Krylatov,https://openalex.org/A5035075324|https://openalex.org/A5029315125,https://orcid.org/0000-0002-2743-3880|https://orcid.org/0000-0002-6634-1313,RU|RU,St Petersburg University|St Petersburg University|Russian Academy of Sciences,https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I1313323035,True|False,,14,https://openalex.org/I172901346,Competitive routing of traffic flows by navigation providers,https://doi.org/10.1134/s0005117916010112,,2.774,False,en,False,closed,Automation and Remote Control,https://openalex.org/S134188425,0005-1179,journal,Data Management and Algorithms,2016-01-01,2016,article
https://openalex.org/W4415499094,Zhao Guo|Alexander Krylatov|Dan Wang,https://openalex.org/A5102084889|https://openalex.org/A5029315125|https://openalex.org/A5100411800,https://orcid.org/0000-0002-6726-7899|https://orcid.org/0000-0002-6634-1313|https://orcid.org/0000-0002-1689-5019,RU|RU|RU,St Petersburg University|St Petersburg University|Institute of Problems of Mechanical Engineering|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I4210142628|https://openalex.org/I172901346,True|False|False,cc-by,1,https://openalex.org/I172901346,Dynamic Signal Timing at Urban Intersections: Cycle-Based Delay Classification and Multi-Period Optimization,https://doi.org/10.3390/math13213386,,1.2712,False,en,True,gold,Mathematics,https://openalex.org/S4210192031,2227-7390,journal,Traffic control and management,2025-10-24,2025,article
https://openalex.org/W2464633536,Alexander Krylatov|Victor Zakharov|И.Г. Малыгин,https://openalex.org/A5029315125|https://openalex.org/A5035075324|https://openalex.org/A5064522470,https://orcid.org/0000-0002-6634-1313|https://orcid.org/0000-0002-2743-3880|https://orcid.org/0000-0002-0403-8095,RU|RU|RU,St Petersburg University|St Petersburg University|Institute of Problems of Mechanical Engineering,https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I4210142628,True|False|False,cc-by-nc-nd,15,https://openalex.org/I172901346,Competitive Traffic Assignment in Road Networks,https://doi.org/10.1515/ttj-2016-0019,,4.0894,False,en,True,gold,Transport and Telecommunication Journal,https://openalex.org/S2737575949,1407-6160,journal,Transportation Planning and Optimization,2016-06-28,2016,article
https://openalex.org/W2509230954,Ivan Popov|Alexander Krylatov|Victor Zakharov|Dmitry Ivanov,https://openalex.org/A5068517350|https://openalex.org/A5029315125|https://openalex.org/A5035075324|https://openalex.org/A5085640653,https://orcid.org/0000-0002-1778-7538|https://orcid.org/0000-0002-6634-1313|https://orcid.org/0000-0002-2743-3880|https://orcid.org/0000-0003-4932-9627,DE|RU|RU|DE,Technical University of Darmstadt|St Petersburg University|St Petersburg University|Berlin School of Economics and Law,https://openalex.org/I31512782|https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I205892228,True|False|False|False,,13,https://openalex.org/I31512782,Competitive energy consumption under transmission constraints in a multi-supplier power grid system,https://doi.org/10.1080/00207721.2016.1226986,,1.6539,False,en,False,closed,International Journal of Systems Science,https://openalex.org/S129640837,0020-7721,journal,Smart Grid Energy Management,2016-09-06,2016,article
https://openalex.org/W1998083029,Victor Zakharov|Alexander Krylatov,https://openalex.org/A5035075324|https://openalex.org/A5029315125,https://orcid.org/0000-0002-2743-3880|https://orcid.org/0000-0002-6634-1313,RU|RU,St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346,True|False,,10,https://openalex.org/I172901346,OD-matrix estimation based on plate scanning,https://doi.org/10.1109/icctpea.2014.6893364,,2.4484,False,en,False,closed,,,,,Traffic Prediction and Management Techniques,2014-06-01,2014,article
https://openalex.org/W3096966868,Alexander Krylatov|Vladislav Puzach|Natalia Shatalova|Maksim Asaul,https://openalex.org/A5029315125|https://openalex.org/A5028752303|https://openalex.org/A5112426174|https://openalex.org/A5075074595,https://orcid.org/0000-0002-6634-1313|||,RU|RU||RU,St Petersburg University|St Petersburg University||Moscow Automobile and Road Construction State Technical University,https://openalex.org/I172901346|https://openalex.org/I172901346||https://openalex.org/I4210113879,True|False|False|False,cc-by-nc-nd,9,https://openalex.org/I172901346,Optimization of traffic lights operation using network load data,https://doi.org/10.1016/j.trpro.2020.10.038,,1.2812,False,en,True,diamond,Transportation research procedia,https://openalex.org/S2764743394,2352-1457,journal,Transportation Systems and Logistics,2020-01-01,2020,article
https://openalex.org/W2171187501,Victor Zakharov|Alexander Krylatov,https://openalex.org/A5035075324|https://openalex.org/A5029315125,https://orcid.org/0000-0002-2743-3880|https://orcid.org/0000-0002-6634-1313,RU|RU,St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346,True|False,cc-by,8,https://openalex.org/I172901346,Equilibrium Assignments in Competitive and Cooperative Traffic Flow Routing,https://doi.org/10.1007/978-3-662-44745-1_63,,11.6008,False,en,True,green,Lecture notes in computer science,https://openalex.org/S106296714,0302-9743,book series,Transportation Planning and Optimization,2014-01-01,2014,book-chapter
https://openalex.org/W1200366147,Victor Zakharov|Alexander Krylatov,https://openalex.org/A5035075324|https://openalex.org/A5029315125,https://orcid.org/0000-0002-2743-3880|https://orcid.org/0000-0002-6634-1313,RU|RU,St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346,True|False,,13,https://openalex.org/I172901346,Transit Network Design for Green Vehicles Routing,https://doi.org/10.1007/978-3-319-18167-7_39,,6.4256,False,en,False,closed,Advances in intelligent systems and computing,https://openalex.org/S2764905038,2194-5357,book series,Transportation Systems and Logistics,2015-01-01,2015,book-chapter
https://openalex.org/W2375395756,Alexander Krylatov|Victor Zakharov,https://openalex.org/A5029315125|https://openalex.org/A5035075324,https://orcid.org/0000-0002-6634-1313|https://orcid.org/0000-0002-2743-3880,RU|RU,St Petersburg University|Institute of Problems of Mechanical Engineering|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I4210142628|https://openalex.org/I172901346,True|False,,13,https://openalex.org/I172901346|https://openalex.org/I4210142628,Competitive Traffic Assignment in a Green Transit Network,https://doi.org/10.1142/s021919891640003x,,3.2714,False,en,False,closed,International Game Theory Review,https://openalex.org/S130757258,0219-1989,journal,Transportation Planning and Optimization,2016-05-13,2016,article
https://openalex.org/W172530055,Victor Zakharov|Alexander Krylatov|Dmitry Ivanov,https://openalex.org/A5035075324|https://openalex.org/A5029315125|https://openalex.org/A5085640653,https://orcid.org/0000-0002-2743-3880|https://orcid.org/0000-0002-6634-1313|https://orcid.org/0000-0003-4932-9627,RU|RU|DE,Russian Academy of Sciences|Institute of Informatics Problems|St Petersburg University|Russian Academy of Sciences|St Petersburg University|Institute of Informatics Problems|Berlin School of Economics and Law,https://openalex.org/I1313323035|https://openalex.org/I4210092286|https://openalex.org/I172901346|https://openalex.org/I1313323035|https://openalex.org/I172901346|https://openalex.org/I4210092286|https://openalex.org/I205892228,True|False|False,,10,https://openalex.org/I1313323035|https://openalex.org/I172901346|https://openalex.org/I4210092286,Equilibrium Traffic Flow Assignment in Case of Two Navigation Providers,https://doi.org/10.1007/978-3-642-40543-3_17,,10.8681,False,en,True,bronze,IFIP advances in information and communication technology,https://openalex.org/S4210185096,1868-422X,book series,Transportation Planning and Optimization,2013-01-01,2013,book-chapter
https://openalex.org/W2767051776,Alexander Krylatov|Anastasiya P. Shirokolobova,https://openalex.org/A5029315125|https://openalex.org/A5112387383,https://orcid.org/0000-0002-6634-1313|,RU|RU,St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346,True|False,,10,https://openalex.org/I172901346,Projection Approach Versus Gradient Descent for Network’s Flows Assignment Problem,https://doi.org/10.1007/978-3-319-69404-7_29,,2.8127,False,en,False,closed,Lecture notes in computer science,https://openalex.org/S106296714,0302-9743,book series,Optimization and Search Problems,2017-01-01,2017,book-chapter
https://openalex.org/W2182608859,Alexander Krylatov|Victor Zakharov|И.Г. Малыгин,https://openalex.org/A5029315125|https://openalex.org/A5035075324|https://openalex.org/A5064522470,https://orcid.org/0000-0002-6634-1313|https://orcid.org/0000-0002-2743-3880|https://orcid.org/0000-0002-0403-8095,RU|RU|RU,St Petersburg University|St Petersburg University|Russian Academy of Sciences,https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I1313323035,True|False|False,,5,https://openalex.org/I172901346,Signal control in a congested traffic area,https://doi.org/10.1109/scp.2015.7342176,,0.562,False,en,False,closed,,,,,Transportation Planning and Optimization,2015-10-01,2015,article
