id,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W2416002621,Mikhail A. Grekov|Sergey A. Kostyrko,https://openalex.org/A5000811161|https://openalex.org/A5063936523,https://orcid.org/0000-0003-4379-4456|https://orcid.org/0000-0003-3074-0969,RU|RU,St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346,True|False,,42,https://openalex.org/I172901346,Surface effects in an elastic solid with nanosized surface asperities,https://doi.org/10.1016/j.ijsolstr.2016.06.013,Russian Foundation for Basic Research,5.2216,False,en,False,closed,International Journal of Solids and Structures,https://openalex.org/S189344224,0020-7683,journal,Composite Material Mechanics,2016-06-11,2016,article
https://openalex.org/W3005931819,Mikhail A. Grekov|Tatiana Sergeeva,https://openalex.org/A5000811161|https://openalex.org/A5023600291,https://orcid.org/0000-0003-4379-4456|https://orcid.org/0000-0002-8355-1080,RU|RU,St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346,True|False,,32,https://openalex.org/I172901346,Interaction of edge dislocation array with bimaterial interface incorporating interface elasticity,https://doi.org/10.1016/j.ijengsci.2020.103233,Russian Foundation for Basic Research,4.0744,False,en,False,closed,International Journal of Engineering Science,https://openalex.org/S102630943,0020-7225,journal,Composite Material Mechanics,2020-02-14,2020,article
https://openalex.org/W2943272901,Sergey A. Kostyrko|Mikhail A. Grekov|Holm Altenbach,https://openalex.org/A5063936523|https://openalex.org/A5000811161|https://openalex.org/A5047003629,https://orcid.org/0000-0003-3074-0969|https://orcid.org/0000-0003-4379-4456|https://orcid.org/0000-0003-3502-9324,RU|RU|DE,St Petersburg University|St Petersburg University|Otto-von-Guericke University Magdeburg,https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I95793202,True|False|False,,30,https://openalex.org/I172901346,Stress concentration analysis of nanosized thin-film coating with rough interface,https://doi.org/10.1007/s00161-019-00780-4,Russian Foundation for Fundamental Investigations,3.6458,False,en,False,closed,Continuum Mechanics and Thermodynamics,https://openalex.org/S60797522,0935-1175,journal,Numerical methods in engineering,2019-05-03,2019,article
https://openalex.org/W2956044127,А. О. Бочкарев|Mikhail A. Grekov,https://openalex.org/A5034394706|https://openalex.org/A5000811161,https://orcid.org/0000-0002-5908-3045|https://orcid.org/0000-0003-4379-4456,RU|RU,St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346,True|False,,30,https://openalex.org/I172901346,Influence of Surface Stresses on the Nanoplate Stiffness and Stability in the Kirsch Problem,https://doi.org/10.1134/s1029959919030068,,1.8015,False,en,False,closed,Physical Mesomechanics,https://openalex.org/S58475062,1029-9599,journal,Nonlocal and gradient elasticity in micro/nano structures,2019-05-01,2019,article
https://openalex.org/W2808485661,Yulia Pronina|Olga Sedova|Mikhail A. Grekov|Tatiana Sergeeva,https://openalex.org/A5012013307|https://openalex.org/A5007095667|https://openalex.org/A5000811161|https://openalex.org/A5023600291,https://orcid.org/0000-0003-4978-6238|https://orcid.org/0000-0001-9097-8501|https://orcid.org/0000-0003-4379-4456|https://orcid.org/0000-0002-8355-1080,RU|RU|RU|RU,St Petersburg University|St Petersburg University|St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I172901346,False|True|False|False,,29,https://openalex.org/I172901346,On corrosion of a thin-walled spherical vessel under pressure,https://doi.org/10.1016/j.ijengsci.2018.05.004,Russian Foundation for Basic Research,2.2122,False,en,False,closed,International Journal of Engineering Science,https://openalex.org/S102630943,0020-7225,journal,Structural Integrity and Reliability Analysis,2018-06-14,2018,article
https://openalex.org/W2766123843,Mikhail A. Grekov|Tatiana Sergeeva|Yulia Pronina|Olga Sedova,https://openalex.org/A5000811161|https://openalex.org/A5023600291|https://openalex.org/A5012013307|https://openalex.org/A5007095667,https://orcid.org/0000-0003-4379-4456|https://orcid.org/0000-0002-8355-1080|https://orcid.org/0000-0003-4978-6238|https://orcid.org/0000-0001-9097-8501,RU|RU|RU|RU,St Petersburg University|St Petersburg University|St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I172901346,True|False|False|False,,26,https://openalex.org/I172901346,A periodic set of edge dislocations in an elastic semi-infinite solid with a planar boundary incorporating surface effects,https://doi.org/10.1016/j.engfracmech.2017.11.005,Russian Foundation for Basic Research,2.7771,False,en,False,closed,Engineering Fracture Mechanics,https://openalex.org/S17983605,0013-7944,journal,Composite Material Mechanics,2017-11-04,2017,article
https://openalex.org/W2060638417,А. О. Бочкарев|Mikhail A. Grekov,https://openalex.org/A5034394706|https://openalex.org/A5000811161,https://orcid.org/0000-0002-5908-3045|https://orcid.org/0000-0003-4379-4456,RU|RU,St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346,True|False,,25,https://openalex.org/I172901346,Local instability of a plate with a circular nanohole under uniaxial tension,https://doi.org/10.1134/s1028335814070106,Saint Petersburg State University,5.9952,False,en,False,closed,Doklady Physics,https://openalex.org/S97976655,1028-3358,journal,Composite Material Mechanics,2014-07-01,2014,article
https://openalex.org/W3134134076,Sergey A. Kostyrko|Mikhail A. Grekov|Holm Altenbach,https://openalex.org/A5063936523|https://openalex.org/A5000811161|https://openalex.org/A5047003629,https://orcid.org/0000-0003-3074-0969|https://orcid.org/0000-0003-4379-4456|https://orcid.org/0000-0003-3502-9324,RU|RU|DE,St Petersburg University|St Petersburg University|Otto-von-Guericke University Magdeburg,https://openalex.org/I172901346|https://openalex.org/I172901346|https://openalex.org/I95793202,True|False|False,,19,https://openalex.org/I172901346,Coupled effect of curved surface and interface on stress state of wrinkled thin film coating at the nanoscale,https://doi.org/10.1002/zamm.202000202,Russian Foundation for Basic Research,1.8855,False,en,False,closed,ZAMM ‐ Journal of Applied Mathematics and Mechanics / Zeitschrift für Angewandte Mathematik und Mechanik,https://openalex.org/S67807940,0044-2267,journal,Advanced Materials and Mechanics,2021-03-03,2021,article
https://openalex.org/W3147830671,Mikhail A. Grekov,https://openalex.org/A5000811161,https://orcid.org/0000-0003-4379-4456,RU,St Petersburg University,https://openalex.org/I172901346,True,,16,https://openalex.org/I172901346,General approach to the modified Kirsch problem incorporating surface energy effects,https://doi.org/10.1007/s00161-021-01005-3,Russian Foundation for Basic Research,1.6252,False,en,False,closed,Continuum Mechanics and Thermodynamics,https://openalex.org/S60797522,0935-1175,journal,Composite Material Mechanics,2021-03-29,2021,article
https://openalex.org/W2225708962,Mikhail A. Grekov|Н. Ф. Морозов,https://openalex.org/A5000811161|https://openalex.org/A5091716956,https://orcid.org/0000-0003-4379-4456|https://orcid.org/0000-0003-3890-522X,RU|RU,St Petersburg University|St Petersburg University,https://openalex.org/I172901346|https://openalex.org/I172901346,True|False,,15,https://openalex.org/I172901346,Some Modern Methods in Mechanics of Cracks,https://doi.org/10.1007/978-3-7643-9921-4_8,,3.9435,False,en,False,closed,Birkhäuser Basel eBooks,https://openalex.org/S4306462920,,ebook platform,Elasticity and Wave Propagation,2009-01-01,2009,book-chapter
